X1,X2,X3,X4,Y
9.914035088191751,5.998938580109049,13698.6531,-2152.1342,1
10.033271161575005,5.997208756951977,10126.1947,-2076.9239,1
9.96780717388844,5.999991207851988,9471.5393,-2092.2243,0
9.998073279654694,5.994168285697714,14476.9058,-1884.7939,1
9.869645500583303,5.990580137200941,8206.4659,-2327.1395,0
9.92123663415281,5.989396761330667,10837.2486,-1857.5226,1
9.968993454698671,5.999174958880685,12138.4601,-1831.4523,1
9.900203750507362,5.985604595125431,11242.6143,-2277.1277,1
10.01361509891667,5.988811386763444,9403.1025,-2056.447,0
9.978432329796682,5.99581918962331,8240.6146,-2232.4514,0
10.089527105457545,5.990615013835465,9037.8272,-1578.1961,0
9.918355429885018,5.997861537967169,10897.5194,-2380.8704,1
9.933421237644966,5.989738099753815,9017.9678,-1898.1967,0
10.0102140868419,5.991369707476275,12464.0347,-2155.6969,1
10.094139983689816,5.99964214975591,9041.2269,-1988.9584,0
10.084246764105552,5.995176556947985,10152.1591,-2207.3502,0
9.850016859330394,5.9966750571544685,7216.7196,-1853.4758,0
10.090660351882898,5.999426610298202,7800.9232,-2054.8977,0
9.960198552364181,5.989535547027741,12149.4816,-2163.9394,1
10.022375994901152,5.991337442513425,10993.9018,-1883.4255,1
9.995941901544548,5.999539712260538,8857.8818,-2328.6675,0
10.101341745401676,5.985473756570574,8685.8784,-1871.9892,0
10.041793218736643,5.999326286401277,9234.3822,-2022.6793,0
10.088982407828325,5.999989341953444,8249.7358,-1747.9924,0
9.883290661878394,5.990642270537151,10993.0688,-1853.5415,1
9.906909119895616,5.989838801742365,11221.5193,-1908.3504,1
9.936004821908247,5.989815422701044,10215.8859,-2013.1571,0
9.922558806686757,5.9954347342448004,12817.4289,-2224.4496,1
10.030432131838023,5.9999995017237735,8480.5734,-1797.344,0
9.868851914448232,5.992657127906708,12569.7967,-1731.0041,1
10.092565199290512,5.994246268079126,13481.0755,-2017.4449,1
10.090352118289447,5.99773318232047,10651.9614,-2285.9,1
10.086245289867438,5.999546283814409,9624.3053,-2062.3357,0
10.144989438520017,5.997622222649645,10604.1877,-2018.2962,1
9.848803548315912,5.999710679526773,8789.6024,-1863.7223,0
9.837845736565512,5.999996605163317,11372.9442,-1514.8297,1
10.131878619252902,5.99975361600005,9511.321,-2093.9412,0
9.909609976347665,5.99967920614667,10581.8711,-2099.4862,1
10.10635555614597,5.9949113020039375,9030.2166,-2166.4907,0
9.764483141044712,5.999098059830843,11556.9858,-1868.7305,1
9.932617382501059,5.999887378645367,6432.2734,-2321.4079,0
9.93842378288927,5.990876736491609,10806.3136,-2115.7583,1
9.941902642783708,5.9966837275284535,7876.9995,-1543.6059,0
9.877196575554533,5.999976694987424,8298.3077,-2255.3021,0
9.987516873301947,5.9995471295641405,10137.4813,-2518.6004,0
9.932679009864032,5.991019544112648,12973.25,-2010.7813,1
10.112404754552507,5.9975017863596305,8270.34,-2062.2012,0
9.939957288650877,5.9962056434702085,6685.2997,-2064.3915,0
10.054571431661932,5.999818701830382,8222.9141,-2118.9504,0
10.05760920909557,5.996362932267189,11149.6004,-1963.766,1
9.892735287983122,5.998903648638493,10999.2005,-1706.5126,1
9.993250626359456,5.999996657969828,12245.4763,-2056.084,1
10.109553186458959,5.995846611375712,8536.0828,-2129.1868,0
9.98765519081599,5.999743103038951,9263.4398,-1735.9691,0
9.984501672456528,5.988811671655444,10239.249,-1964.9025,1
10.074221115399926,5.99472593516527,9968.2463,-2142.4425,0
9.891392875840113,5.990210562428574,9070.2714,-2036.2437,0
9.920719585201127,5.999806846632852,11496.0427,-1693.2256,1
10.009832402080765,5.999999998876548,14440.5403,-2074.7165,1
10.028242989650384,5.984061154850747,10049.7516,-1979.8755,1
9.94566870827822,5.997840534914587,9616.1986,-1879.4863,0
9.936862088835282,5.999546571342476,11832.2337,-1937.0645,1
9.993369698569582,5.997228840256422,8894.711,-1942.1599,0
10.031671701082645,5.989518413417104,10433.0934,-2261.0998,1
9.995703202574933,5.990998342449231,8781.8035,-1830.3568,0
10.096111608663966,5.987085113945564,10736.2466,-2208.4679,1
10.046709213091734,5.999464989045161,10265.8296,-2106.864,0
10.189437502171664,5.996498177149082,6788.5864,-2175.0714,0
9.994050048175582,5.987989382746156,7522.871,-2005.6939,0
10.061485515388943,5.991311420239065,11587.0597,-1943.6547,1
9.990897031756921,5.995580280636753,8060.0221,-1900.3434,0
10.031415443485654,5.999683061165281,9957.947,-1766.8734,1
10.267842874072516,5.996773296619923,18243.2306,-1708.454,1
10.069049891241784,5.985639597937337,10754.1637,-1812.395,1
10.081718812738565,5.999552189086355,12427.9133,-1936.4589,1
9.939230104667132,5.960811883578599,11378.8334,-2369.7918,1
10.079877241254202,5.9999554895588325,9177.1591,-1797.8321,0
9.818971510217997,5.9998530150984095,10734.1898,-1812.7007,1
10.006207947564995,5.995693548996089,7431.4136,-1697.8122,0
10.006136665537,5.999772858180103,8373.1163,-1812.8632,0
9.93578332467445,5.987283945271042,9647.3737,-2018.4971,0
10.093194935097369,5.989031984259272,13104.2233,-1806.3512,1
10.073019118614315,5.999975571602403,6558.4204,-2083.1948,0
9.974650758745828,5.986312969191919,10233.4738,-1925.3735,1
10.11840062052235,5.989414174798472,7385.3986,-1845.48,0
10.025169528653644,5.994340482770943,8870.3631,-2093.9957,0
9.940766086932154,5.999858694003221,10757.6517,-2219.6236,1
10.055478735217926,5.999988062305147,13883.8635,-1777.6839,1
9.850234206155637,5.999800195123244,11438.3002,-2002.5148,1
10.176784661182005,5.999400742532792,8435.0598,-1733.2883,0
9.887105115818427,5.9964802787295115,8714.728,-1940.8896,0
10.180802770111418,5.999667902619199,12741.2079,-2257.8784,1
10.035782768863765,5.998501327201342,10729.5331,-1902.6857,1
10.05318507210293,5.9920193366618,10338.8173,-1966.8694,1
