X1,X2,X3,X4,Y
10.037362022414028,5.999389621250871,10061.0873,-2157.1115,0
10.013456689706139,5.995233677609022,6178.8972,-1880.475,0
9.90487739792431,5.999838773492864,12557.9574,-1982.1133,1
9.916032599557244,5.999939021344312,11138.8009,-2031.8351,1
10.19340476365538,5.9895878455454135,13319.5294,-1933.949,1
9.923972052739456,5.999023597028285,10270.8576,-2380.3971,0
10.02314939640006,5.997858842848517,8063.1215,-2172.8454,0
9.94091154362128,5.990544920392539,13031.2161,-1958.5311,1
9.867475341122349,5.99989643023357,7953.8907,-1864.1813,0
9.94899850873085,5.995261209771256,13041.82,-1895.7659,1
10.00007739742921,5.997992116838968,13220.866,-2095.4711,1
10.052425067194003,5.995335718609322,10487.8597,-1976.3409,1
10.011632599303324,5.99923119185243,10772.3286,-1867.9866,1
10.015970800713399,5.999982280255715,10355.4722,-1860.1393,1
9.967263266439039,5.999984207259792,11212.7926,-2149.998,1
9.913408503638976,5.999750381203678,10980.3244,-2069.0296,1
10.078468846304398,5.999724773132109,9950.7882,-2031.8421,0
10.213265503274775,5.994818780439152,8171.027,-1750.7973,0
9.88776812742645,5.998262304466004,8674.2366,-1974.5986,0
10.11977825951476,5.9997009133603205,8772.5047,-2180.8555,0
9.895226707363486,5.993433916327471,6960.3364,-1853.8973,0
9.953307592070718,5.995595311168492,10768.5739,-1912.5031,1
10.065240533942301,5.9965995882691105,7344.7855,-1883.8091,0
10.13176742170282,5.9996950878686945,9428.2674,-2246.3379,0
10.137945070882907,5.997766065987216,7085.6518,-1862.0522,0
10.169044390981446,5.980885752856095,10863.4396,-1856.2956,1
10.009883872243199,5.991142820073259,9032.365,-1986.3383,0
10.00982800150088,5.979042293793497,10433.5207,-1691.7959,1
9.894569708464976,5.998820653353029,9514.171,-2250.135,0
9.97950620189912,5.999998473789571,11239.343,-1730.2371,1
9.964396497543452,5.999042670170939,8656.9473,-1809.0319,0
10.054917004503409,5.98706246136347,9833.3518,-1991.0842,0
9.89669267409107,5.993753841055747,10234.0159,-1748.4534,1
9.902905600088918,5.9984296543186035,8853.4085,-2045.3276,0
10.140608957439241,5.993837873292773,8502.1672,-1923.4597,0
9.8663121846361,5.9992781018099555,10037.1805,-1929.081,0
9.97633567109654,5.999907667816736,8764.885,-1571.7914,0
